,srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,tat_in_days
408,2943447,AN,3,560011,233,233,131,A,ADLD,560100,2017-09-30,2017-09-28,2018-03-05,4467,2018-03-07,12.836397513466558
409,2945009,AJ,2,110018,233,233,131,A,ADLD,110034,2017-05-13,2017-05-13,2018-03-06,4388,2018-03-08,12.245081109267328
410,2934106,AN,22,400104,233,233,131,C,ADLD,490006,2017-05-31,2017-05-29,2018-03-03,4581,2018-03-08,13.919999856669044
411,2881017,AJ,2,110018,233,233,131,A,ADLD,110096,2017-03-12,2017-03-12,2018-02-17,4388,2018-03-12,12.24516505369953
412,2974797,C,2,110018,0,233,131,A,ADLD,110059,2017-04-21,2017-04-21,2018-03-13,4550,2018-03-21,12.125450693595639
413,2988473,AJ,17,800001,233,233,228,C,ADLD,826001,2017-06-18,2017-03-12,2018-03-16,4370,2018-03-24,14.833049167189742
414,3016907,C,2,110018,233,233,228,A,ADLD,201301,2018-02-11,2017-10-05,2018-03-25,4091,2018-03-27,13.977102958819131
415,3037647,AJ,27,110034,233,233,131,A,ADLD,110014,2017-05-03,2017-05-02,2018-03-30,4388,2018-04-03,11.66820180936055
416,3055020,AN,21,110015,233,233,131,C,ADLD,127201,2017-06-01,2017-02-09,2018-04-04,4580,2018-04-09,13.45607803924035
417,3058899,AD,2,110018,233,233,131,A,ADLD,110031,2017-12-28,2017-12-11,2018-04-05,4148,2018-04-15,12.581160249807738
418,3070403,C,1,400059,233,233,131,A,ADLD,400078,2017-06-09,2017-06-09,2018-04-10,4545,2018-04-13,12.5622997496715
419,3035154,AN,21,110015,233,245,131,A,ADLD,110031,2017-04-11,2017-04-07,2018-03-29,4580,2018-04-01,11.167574120379395
420,2940552,AN,8,700064,233,233,228,A,ADLD,700002,2018-01-05,2017-12-23,2018-03-05,4508,2018-03-08,12.527969133894484
421,2850973,AN,22,400104,233,233,131,A,ADLD,400015,2017-02-06,2017-02-03,2018-02-08,4581,2018-02-20,11.700028734348965
422,2895955,J,2,110018,233,233,131,B,ADLD,395009,2017-08-20,2017-08-15,2018-02-22,4154,2018-02-28,15.90891198462278
423,2983999,AN,22,400104,201,233,131,D,ADLD,431606,2018-02-06,2018-02-03,2018-03-15,4581,2018-03-18,14.889993860732933
424,2846306,C,4,600024,233,233,131,A,ADLD,600112,2017-02-23,2017-02-09,2018-02-06,4483,2018-02-11,13.025625545183608
425,3025264,AN,21,110015,233,233,131,B,ADLD,144005,2017-10-03,2017-09-28,2018-03-27,4580,2018-04-08,12.429765444822223
426,2839892,AN,8,700064,233,233,131,A,ADLD,700067,2017-07-29,2017-07-13,2018-02-05,4508,2018-02-20,12.737465703524684
427,3010965,AJ,8,700064,233,233,131,A,ADLD,700029,2017-10-05,2017-10-04,2018-03-23,4499,2018-04-01,12.436904199917667
428,2884719,AJ,6,160059,233,233,131,B,ADLD,160045,2017-05-15,2017-05-14,2018-02-19,4437,2018-03-03,13.062722895477624
429,2849093,C,1,400059,233,233,131,A,ADLD,400057,2017-09-29,2017-09-29,2018-02-07,4545,2018-02-13,12.562271316879944
430,2862026,C,2,110018,233,233,131,A,ADLD,110030,2015-10-28,2015-10-26,2018-02-12,4094,2018-02-16,14.050272282145468
431,2987791,C,8,700064,233,233,131,A,ADLD,700024,2017-09-21,2017-09-15,2018-03-16,4511,2018-03-19,12.950411078104246
432,3005622,C,2,110018,308,233,228,A,ADLD,122018,2018-01-31,2018-01-29,2018-03-22,4091,2018-03-27,13.869758339166882
433,3004922,C,8,700064,233,233,131,B,ADLD,734001,2017-08-08,2017-08-08,2018-03-21,4511,2018-03-29,14.045478224324913
434,3064439,AN,21,110015,233,233,131,B,ADLD,123501,2017-08-01,2017-07-04,2018-04-07,4580,2018-04-14,12.402004208726844
435,2854280,AE,2,110018,233,233,131,B,ADLD,201206,2017-07-15,2017-01-15,2018-02-09,4093,2018-02-15,14.098669007186324
436,2885668,AN,22,400104,233,0,131,A,ADLD,400607,2017-07-24,2018-03-05,2018-02-19,4581,2018-02-21,14.945903595910533
437,2885668,AN,22,400104,233,0,131,A,ADLD,400607,2017-07-24,2018-03-05,2018-02-19,4581,2018-02-21,14.945903595910533
438,2885668,AN,22,400104,233,233,131,A,ADLD,400607,2017-07-24,2018-03-05,2018-02-19,4581,2018-02-21,11.700830268282267
439,2820881,AN,7,500004,233,233,131,B,ADLD,530024,2016-05-02,2016-04-21,2018-01-30,4403,2018-02-23,14.022600137430235
440,2890218,AI,8,700064,233,233,131,A,ADLD,700039,2018-01-04,2018-01-04,2018-02-20,4499,2018-02-22,12.324084163168333
441,2882414,AI,17,800001,233,233,131,C,ADLD,834001,2018-02-08,2018-02-08,2018-02-17,4370,2018-02-22,14.940455694025733
442,2939002,AN,21,110015,233,233,131,A,ADLD,110092,2017-06-19,2017-06-17,2018-03-04,4580,2018-03-07,11.334784950918667
443,2893426,AI,12,302006,233,233,131,A,ADLD,302002,2017-10-30,2017-10-27,2018-02-21,4407,2018-03-09,12.081217734316908
444,2957519,AN,21,110015,201,233,131,0,ADLD,244302,2018-01-05,2018-01-03,2018-03-08,4580,2018-03-12,10.467433324361142
445,2961596,AJ,8,700064,233,233,131,A,ADLD,700016,2017-05-02,2017-05-02,2018-03-09,4499,2018-03-12,12.436886598665751
446,2969955,AN,22,400104,233,233,131,A,ADLD,400004,2016-04-29,2016-04-23,2018-03-11,4581,2018-03-14,11.70001384098196
447,3003306,AJ,23,400001,233,233,228,A,ADLD,411039,2017-08-04,2017-07-31,2018-03-21,4398,2018-03-23,11.916448268038195
448,3008317,AJ,23,400001,233,233,131,A,ADLD,401208,2017-11-03,2017-10-22,2018-03-22,4398,2018-03-31,12.11254622313465
449,3013847,AJ,27,110034,233,233,131,B,ADLD,281001,2018-02-26,2018-02-21,2018-03-24,4388,2018-04-06,12.94877261132778
450,3091541,AN,21,110015,233,233,131,C,ADLD,122022,2017-11-25,2017-11-23,2018-04-17,4580,2018-04-20,13.449065971266393
451,2881093,AJ,3,560011,233,245,131,A,ADLD,560061,2017-08-05,2017-08-05,2018-02-17,4460,2018-02-19,12.360264043705804
452,2999739,R,1,400059,201,201,131,0,ADLD,322230,2016-12-31,2016-12-31,2018-03-20,4011,2018-03-28,15.461625382086613
453,2853460,AJ,7,500004,233,233,131,C,ADLD,531033,2018-01-15,2017-07-10,2018-02-08,4474,2018-02-10,14.434825568533505
454,2863205,C,12,302006,233,233,228,C,ADLD,335001,2018-01-16,2017-07-14,2018-02-12,4453,2018-02-20,14.497443302199237
455,2972394,AN,21,110015,233,233,131,A,ADLD,110042,2018-02-03,2018-02-02,2018-03-12,4580,2018-03-18,11.334717253795922
456,2944507,AJ,6,160059,233,233,228,B,ADLD,160022,2018-02-17,2018-02-10,2018-03-06,4437,2018-03-18,12.853283191430531
457,2988396,C,6,160059,233,233,131,C,ADLD,143001,2018-02-20,2017-02-20,2018-03-16,4549,2018-03-19,14.180105583517484
458,2867079,AA,3,560011,233,233,131,A,ADLD,560037,2017-08-27,2017-02-07,2018-02-13,4467,2018-02-18,11.48230930100532
459,2867079,AN,3,560011,233,233,131,A,ADLD,560037,2017-08-27,2017-08-05,2018-02-13,4467,2018-02-18,12.836312215091898
460,2880608,AN,7,500004,233,233,228,B,ADLD,520003,2017-10-24,2017-10-21,2018-02-17,4403,2018-02-23,13.799623716719001
461,3064994,AA,7,500004,233,233,228,A,ADLD,500016,2017-10-24,2017-07-11,2018-04-07,4479,2018-04-09,11.04868516920904
462,2949167,AN,22,400104,233,233,131,B,ADLD,452001,2017-05-29,2017-05-24,2018-03-07,4581,2018-03-11,12.819479030240021
463,2948495,AN,8,700064,233,233,131,A,ADLD,700073,2018-03-01,2017-07-05,2018-03-07,4508,2018-03-31,12.73747382717941
464,3063867,C,2,110018,233,233,228,A,ADLD,122001,2018-03-18,2017-01-16,2018-04-07,4094,2018-04-12,13.85707176390251
465,3021561,U,2,110018,233,233,228,A,ADLD,500006,2017-12-07,2017-09-26,2018-03-26,4540,2018-04-11,14.178723432104952
466,2820038,AN,21,110015,233,233,131,A,ADLD,110002,2016-04-18,2016-04-16,2018-01-30,4580,2018-02-01,11.334663096097728
467,2847877,AN,21,110015,233,233,131,A,ADLD,110051,2017-04-15,2017-04-13,2018-02-07,4580,2018-02-13,11.334729439278018
468,2865079,AN,21,110015,233,233,131,B,ADLD,202002,2017-11-11,2017-11-09,2018-02-12,4580,2018-02-19,12.508290045379358
469,2900423,AN,21,110015,233,233,228,A,ADLD,302021,2017-12-25,2017-02-19,2018-02-23,4580,2018-03-07,11.38523720897554
470,2990737,AN,26,560066,233,233,131,A,ADLD,560066,2017-04-30,2017-03-18,2018-03-17,5001,2018-03-21,10.05153406886041
471,2990737,AN,26,560066,233,233,131,A,ADLD,560066,2017-04-30,2016-07-12,2018-03-17,5001,2018-03-21,10.05153406886041
472,3029858,AJ,25,560037,233,233,228,A,ADLD,560064,2017-09-05,2016-11-12,2018-03-28,4460,2018-03-28,11.810357827681305
473,2991326,AN,22,400104,233,233,131,B,ADLD,389330,2017-11-18,2017-11-16,2018-03-17,4581,2018-03-27,12.734626102648654
474,3044525,AN,22,400104,233,233,131,B,ADLD,440022,2017-10-19,2017-10-17,2018-04-01,4581,2018-04-04,12.803260153572712
475,3059193,C,2,110018,233,233,131,A,ADLD,110096,2017-04-13,2017-04-13,2018-04-06,4550,2018-04-11,12.125500789466471
476,2983302,AI,23,400001,233,245,131,B,ADLD,395006,2017-12-28,2017-12-28,2018-03-15,4398,2018-03-19,12.873251499236275
477,2873245,Y,6,160059,233,233,131,B,ADLD,160019,2018-01-18,2018-01-18,2018-02-15,4673,2018-03-19,14.548826453711648
478,2837265,AN,22,400104,233,233,131,B,ADLD,440009,2017-03-04,2017-03-03,2018-02-03,4581,2018-02-04,12.803242552320796
479,2844359,AJ,5,380009,233,233,131,A,ADLD,380051,2017-08-23,2017-04-28,2018-02-06,4422,2018-02-12,12.397925995836644
480,2893370,AN,2,110018,233,233,228,A,ADLD,110075,2017-05-21,2017-02-18,2018-02-21,4147,2018-02-23,13.391534631550936
481,3050376,AM,1,400059,233,233,131,A,ADLD,380051,2018-01-02,2018-01-02,2018-04-03,4018,2018-04-14,14.421248680228928
482,2983420,AD,3,560011,233,245,131,B,ADLD,570016,2017-12-20,2017-07-09,2018-03-15,4468,2018-03-18,12.712035838584413
483,2973415,AN,21,110015,233,233,131,C,ADLD,143001,2017-07-20,2017-07-07,2018-03-13,4580,2018-03-17,13.477470330027849
484,2941814,C,10,226010,233,233,131,B,ADLD,243001,2018-02-06,2017-05-25,2018-03-05,4547,2018-03-09,13.182581602370181
485,3048230,AN,21,110015,308,233,131,A,ADLD,110030,2016-08-25,2016-08-23,2018-04-02,4580,2018-04-06,11.334701006486466
486,2940204,AD,8,700064,233,233,131,A,ADLD,711101,2017-04-25,2018-04-05,2018-03-05,4499,2018-03-09,11.774893593735086
487,2822818,AN,8,700064,233,233,131,A,ADLD,700001,2016-08-01,2016-05-11,2018-01-31,4508,2018-02-02,12.737376343322659
488,2838596,AN,21,110015,233,233,131,A,ADLD,201301,2017-07-07,2017-06-29,2018-02-04,4580,2018-02-13,11.458276688288116
489,2848163,AJ,12,302006,233,233,131,A,ADLD,302012,2017-07-13,2017-05-02,2018-02-07,4407,2018-02-19,12.194064849915339
490,2879698,C,6,160059,233,233,228,B,ADLD,160030,2017-12-06,2016-11-25,2018-02-17,4549,2018-02-19,12.94468906278108
491,2931443,G,1,400059,233,233,131,A,ADLD,110039,2017-07-26,2017-07-24,2018-03-03,4011,2018-03-07,14.762217729704506
492,2978646,C,4,600024,233,233,131,B,ADLD,620001,2017-11-04,2017-11-03,2018-03-14,4492,2018-03-20,14.06362767537166
493,2977403,A,2,110018,308,233,131,A,ADLD,110051,2017-04-28,2017-03-06,2018-03-13,4091,2018-03-20,12.370460630571436
494,3017262,C,12,302006,233,233,131,A,ADLD,302022,2017-12-17,2017-12-15,2018-03-25,4453,2018-03-27,12.564071710488843
495,3042076,AN,22,400104,233,233,131,A,ADLD,380006,2017-06-12,2017-06-10,2018-03-31,4581,2018-04-04,11.672937699768767
496,3008475,C,2,110018,233,233,131,B,ADLD,131001,2018-02-05,2017-12-21,2018-03-22,4550,2018-04-04,13.202869199916616
497,3050330,AJ,27,110034,233,233,228,A,ADLD,110029,2018-03-09,2018-03-02,2018-04-03,4388,2018-04-10,11.458813555126742
498,3038213,AJ,27,110034,233,245,131,A,ADLD,110025,2017-12-13,2017-12-13,2018-03-30,4388,2018-04-09,11.501088462678027
499,2920840,Y,1,400059,233,233,131,A,ADLD,400051,2017-12-14,2017-12-13,2018-02-27,4581,2018-03-07,14.328471289269544
500,2969023,AA,24,110092,233,233,131,A,ADLD,110072,2018-01-27,2018-01-07,2018-03-10,4150,2018-03-13,11.726642706234227
501,2961591,AM,2,110018,233,233,131,A,ADLD,110067,2017-05-08,2017-05-07,2018-03-09,4092,2018-03-14,13.720264021656416
502,3059009,AN,6,160059,233,233,131,B,ADLD,160019,2017-10-06,2017-10-01,2018-04-05,4441,2018-04-11,13.384303677171921
503,2883293,AN,4,600024,233,233,131,B,ADLD,607402,2017-11-18,2017-11-16,2018-02-18,4490,2018-02-21,13.829344574196302
504,2934920,AN,7,500004,233,233,131,B,ADLD,530017,2017-10-20,2017-10-18,2018-03-03,4403,2018-03-07,14.022590659833053
505,2990164,AN,22,400104,308,233,131,A,ADLD,400083,2017-07-24,2016-10-01,2018-03-17,4581,2018-03-21,11.700120802435897
506,2990164,AN,22,400104,308,233,131,A,ADLD,400083,2017-07-24,2017-07-20,2018-03-17,4581,2018-03-21,11.700120802435897
507,3031453,AJ,27,110034,233,233,131,B,ADLD,131021,2017-12-26,2017-12-19,2018-03-28,4388,2018-03-31,12.745708321941095
508,3030208,AJ,25,560037,201,233,131,0,ADLD,683543,2017-06-05,2017-05-10,2018-03-28,4460,2018-04-09,11.137885608010823
509,2924766,AJ,2,110018,233,233,228,A,ADLD,110075,2017-12-29,2017-07-21,2018-02-28,4388,2018-03-04,12.035728057537348
510,2930751,AN,22,400104,233,233,131,A,ADLD,400098,2017-12-26,2017-12-16,2018-03-02,4581,2018-03-06,11.700141111572723
511,3012230,AJ,8,700064,233,233,131,A,ADLD,700072,2017-08-26,2017-04-01,2018-03-23,4499,2018-03-26,12.436962419443226
512,3003946,AJ,6,160059,233,233,228,C,ADLD,141002,2018-02-17,2018-02-13,2018-03-21,4437,2018-03-29,13.876595449368587
513,2962440,AE,1,400059,233,245,131,B,ADLD,394210,2018-01-31,2017-05-25,2018-03-10,4015,2018-03-19,14.545183679854226
514,2943050,AD,4,600024,233,233,228,A,ADLD,600118,2017-10-27,2016-06-25,2018-03-05,4488,2018-03-09,11.553949837150615
515,2994280,Y,26,560066,308,233,131,A,ADLD,560037,2017-06-02,2017-05-30,2018-03-18,5001,2018-03-20,12.195332751832968
516,3025655,AN,22,400104,233,233,131,B,ADLD,384002,2017-06-28,2017-06-24,2018-03-27,4581,2018-03-31,12.727412297248922
517,2856203,C,6,160059,233,233,228,B,ADLD,160103,2018-01-18,2018-01-03,2018-02-09,4549,2018-02-12,12.944787900580287
518,2898673,AN,2,110018,233,233,131,A,ADLD,110085,2017-06-30,2017-06-28,2018-02-22,4147,2018-02-26,13.600956734346116
519,2906662,AJ,2,110018,308,233,131,A,ADLD,122001,2017-07-29,2017-07-18,2018-02-25,4388,2018-03-05,12.261283738625178
520,2939509,AN,7,500004,233,233,131,A,ADLD,500084,2017-05-22,2017-05-19,2018-03-05,4403,2018-03-09,12.93299885690002
521,3009705,AN,21,110015,233,233,228,B,ADLD,180012,2018-02-15,2018-01-09,2018-03-23,4580,2018-03-26,12.269108287425365
522,2860907,AN,21,110015,233,233,131,A,ADLD,110034,2017-07-06,2017-07-05,2018-02-11,4580,2018-02-13,11.334706422256286
523,2865502,J,21,110015,233,233,131,0,ADLD,0,2017-06-17,2017-06-13,2018-02-13,4580,2018-02-15,11.039331084133945
524,2865502,J,21,110015,233,233,131,A,ADLD,110025,2017-06-17,2017-06-13,2018-02-13,4580,2018-02-15,12.237362846165244
525,2865502,AN,21,110015,233,233,131,A,ADLD,110025,2017-06-17,2017-05-05,2018-02-13,4580,2018-02-15,11.33469423677419
526,2865502,AN,21,110015,233,233,131,0,ADLD,0,2017-06-17,2017-05-05,2018-02-13,4580,2018-02-15,10.136662474742892
527,2884038,AJ,12,302006,233,233,228,A,ADLD,302001,2017-09-29,2017-03-08,2018-02-18,4453,2018-02-21,11.790466833457248
528,2926865,C,3,560011,233,233,228,A,ADLD,560097,2017-12-15,2017-03-29,2018-03-01,4469,2018-03-06,12.844209668454567
529,3024359,AJ,27,110034,308,233,228,A,ADLD,110051,2018-02-17,2016-12-16,2018-03-27,4388,2018-04-03,11.45884334186075
530,3044401,C,2,110018,233,233,131,B,ADLD,124001,2018-02-28,2017-10-03,2018-04-01,4550,2018-04-03,13.19339160273228
531,3000644,AN,21,110015,233,233,131,B,ADLD,131028,2017-11-10,2018-04-11,2018-03-20,4580,2018-04-01,12.412195333584918
532,3065947,AN,22,400104,233,233,131,B,ADLD,431601,2017-07-24,2017-07-20,2018-04-08,4581,2018-04-10,12.791858604159955
533,2827514,AN,21,110015,233,245,131,A,ADLD,110070,2017-05-16,2017-05-13,2018-02-01,4580,2018-02-05,11.167626924135135
534,2991249,AA,24,110092,233,245,131,A,ADLD,110086,2017-04-22,2017-04-20,2018-03-17,4150,2018-03-24,11.559533421379069
535,2869637,AN,21,110015,233,233,131,B,ADLD,248007,2017-12-28,2017-06-22,2018-02-14,4580,2018-02-17,12.570578168017274
536,2840650,C,1,400059,0,0,131,A,ADLD,400053,2017-11-22,2017-11-20,2018-02-05,4545,2018-02-08,15.807339228738392
537,2883620,C,11,641012,233,233,228,A,ADLD,641035,2018-02-02,2017-04-15,2018-02-18,4492,2018-02-21,12.672115072271001
538,3063850,AN,7,500004,233,233,131,A,ADLD,500079,2017-05-19,2017-05-17,2018-04-07,4403,2018-04-18,12.932992087187746
539,2886273,AN,17,800001,233,233,131,A,ADLD,800013,2017-07-29,2017-07-27,2018-02-19,4538,2018-02-21,12.53848445411549
540,3019633,AJ,25,560037,233,233,131,A,ADLD,560068,2018-02-22,2017-10-29,2018-03-26,4460,2018-03-31,12.019771806821755
541,3054023,C,5,380009,233,233,228,A,ADLD,380055,2018-03-01,2018-02-26,2018-04-04,4546,2018-04-10,12.229263655076192
542,2883881,C,6,160059,233,233,131,C,ADLD,143001,2018-01-19,2017-02-12,2018-02-18,4549,2018-02-21,14.180105583517484
543,2945175,AN,21,110015,233,233,131,B,ADLD,132103,2017-11-11,2017-11-08,2018-03-06,4580,2018-03-12,12.413650821723941
544,2921054,AN,21,110015,233,233,131,B,ADLD,342001,2017-07-31,2017-07-29,2018-02-27,4580,2018-03-03,12.697840635123633
545,2830791,AN,7,500004,233,233,131,C,ADLD,507115,2017-10-06,2017-09-30,2018-02-02,4403,2018-02-10,15.040646913161165
546,2951098,Y,12,302006,233,233,131,B,ADLD,313001,2018-02-27,2018-02-25,2018-03-07,4668,2018-03-15,14.638616675698508
547,3025629,AN,7,500004,233,233,131,A,ADLD,500016,2018-01-02,2018-01-01,2018-03-27,4403,2018-04-04,12.932906788813089
548,3058004,AN,21,110015,308,233,131,A,ADLD,122018,2017-10-16,2017-10-13,2018-04-05,4580,2018-04-12,11.350932068635867
549,2894422,AN,3,560011,233,245,131,A,ADLD,560037,2017-02-27,2017-02-08,2018-02-21,4467,2018-02-24,12.669183975042376
550,2901320,C,3,560011,233,245,131,A,ADLD,560008,2017-04-09,2017-04-06,2018-02-23,4461,2018-02-26,12.920138979544223
551,2843754,AF,1,400059,233,233,131,A,ADLD,400004,2017-02-18,2017-02-15,2018-02-06,4019,2018-02-10,13.767041250907482
552,2843203,AJ,1,400059,233,233,228,A,ADLD,400612,2017-06-21,2016-09-12,2018-02-06,4398,2018-02-12,12.409960664591654
553,2859463,AM,2,110018,233,233,131,A,ADLD,121003,2017-02-24,2017-02-08,2018-02-10,4092,2018-02-15,13.735070736343257
554,2886084,AE,1,400059,233,233,131,A,ADLD,401303,2017-02-25,2017-02-25,2018-02-19,4015,2018-02-23,13.67285119030604
555,2866387,AN,21,110015,233,233,131,B,ADLD,334001,2017-08-31,2017-08-25,2018-02-13,4580,2018-02-24,12.687009095484392
556,2907324,AN,21,110015,233,233,131,A,ADLD,302012,2017-03-07,2017-03-03,2018-02-26,4580,2018-03-06,11.594633586864077
557,2889057,AN,6,160059,233,233,131,B,ADLD,160047,2017-03-14,2017-03-09,2018-02-20,4673,2018-03-08,12.40502641679663
558,2933663,C,2,110018,308,233,228,A,ADLD,122003,2017-10-15,2017-07-01,2018-03-03,4091,2018-03-17,13.869738030030057
559,2973581,AN,22,400104,233,233,131,A,ADLD,400604,2016-09-01,2016-08-30,2018-03-13,4581,2018-03-21,11.700826206454906
560,3029501,AJ,27,110034,233,233,228,B,ADLD,342008,2017-05-19,2017-05-19,2018-03-28,4388,2018-04-06,12.82196401530355
561,2899996,AJ,3,560011,233,245,131,A,ADLD,560066,2018-01-24,2018-01-24,2018-02-23,4460,2018-02-26,12.360270813418076
562,2855179,C,2,110018,233,233,131,A,ADLD,110093,2017-11-29,2017-11-22,2018-02-09,4094,2018-02-14,14.050357580520128
563,3030476,AN,7,500004,233,233,131,B,ADLD,520002,2017-08-26,2017-07-08,2018-03-28,4403,2018-04-02,14.009030926147176
564,2938992,AN,21,110015,233,233,131,C,ADLD,141003,2017-10-12,2017-10-10,2018-03-04,4580,2018-03-11,13.474765153002949
565,3073790,AN,21,110015,233,233,131,A,ADLD,110062,2017-10-23,2017-10-16,2018-04-11,4580,2018-04-14,11.33474433264502
566,2900218,AN,21,110015,201,233,131,D,ADLD,124146,2017-03-04,2017-03-02,2018-02-23,4580,2018-02-27,14.501005988470965
567,2930437,AN,21,110015,233,233,131,B,ADLD,136038,2017-08-01,2017-07-29,2018-03-02,4580,2018-03-07,12.418978585283991
568,3023784,AJ,27,110034,233,233,228,A,ADLD,121005,2017-09-18,2017-07-19,2018-03-27,4388,2018-04-06,11.473674427511781
569,2860965,AJ,2,110018,233,233,228,B,ADLD,135003,2017-04-26,2016-11-27,2018-02-11,4388,2018-02-20,13.118543378483576
570,2928767,AN,21,110015,233,245,131,A,ADLD,110001,2017-03-27,2016-05-12,2018-03-01,4580,2018-03-10,11.167533502105748
571,2840328,C,2,110018,233,233,131,A,ADLD,110024,2017-04-04,2017-04-02,2018-02-05,4091,2018-02-16,14.062927716733377
572,2821067,AI,12,302006,233,233,131,B,ADLD,313001,2017-12-13,2017-12-13,2018-01-30,4407,2018-02-01,13.145173990808765
573,2850925,AJ,6,160059,233,233,228,C,ADLD,141001,2017-04-26,2016-12-28,2018-02-08,4437,2018-02-13,13.876594095426132
574,2867878,AN,17,800001,233,233,131,B,ADLD,848101,2018-01-10,2017-02-20,2018-02-14,4538,2018-02-19,13.652657082317326
575,3058072,AD,3,560011,233,245,228,A,ADLD,560079,2018-03-01,2017-07-23,2018-04-05,5146,2018-04-09,8.578144742772778
576,2824553,AJ,3,560011,233,233,228,A,ADLD,560076,2017-12-29,2017-12-28,2018-01-31,4667,2018-02-03,11.444218510779478
577,2969868,AN,21,110015,233,233,131,A,ADLD,110088,2016-04-29,2016-04-01,2018-03-11,4580,2018-03-14,11.334779535148847
578,2958112,AN,21,110015,233,233,131,A,ADLD,110009,2017-10-02,2017-09-28,2018-03-09,4580,2018-03-15,11.33467257369491
579,2873570,AJ,7,500004,233,233,228,A,ADLD,500003,2017-07-18,2017-06-30,2018-02-15,4474,2018-03-18,12.085275683926458
580,2975939,C,2,110018,233,233,131,A,ADLD,110051,2017-12-21,2017-12-21,2018-03-13,4550,2018-03-15,12.125439862056002
581,2953045,AN,22,400104,233,233,131,A,ADLD,411014,2017-05-08,2017-05-06,2018-03-07,4581,2018-03-13,11.714920747410467
582,3001266,AJ,6,160059,233,233,131,B,ADLD,125055,2017-09-26,2017-09-21,2018-03-20,4437,2018-03-23,13.01534844898049
583,3003981,AN,17,800001,233,233,131,C,ADLD,834004,2017-05-09,2017-05-06,2018-03-21,4538,2018-03-26,14.68263479896088
584,3060416,AN,22,400104,233,233,131,A,ADLD,400071,2017-09-08,2017-09-05,2018-04-06,4581,2018-04-11,11.70010455512644
585,3043846,C,2,110018,233,233,228,A,ADLD,121003,2018-03-08,2016-12-25,2018-03-31,4550,2018-04-07,11.93085967645149
586,3047010,AN,26,560066,233,233,131,A,ADLD,600125,2017-06-03,2017-05-23,2018-04-02,5001,2018-04-11,10.105771649661456
587,3007440,AN,22,400104,233,233,131,A,ADLD,411001,2017-07-17,2017-07-13,2018-03-22,4581,2018-04-09,11.714903146158555
588,2822700,AN,21,110015,233,233,131,C,ADLD,122050,2017-09-17,2017-09-09,2018-01-31,4580,2018-02-02,13.44910388165513
589,2822700,AA,21,110015,233,233,131,C,ADLD,122050,2017-09-17,2016-01-01,2018-01-31,4580,2018-02-02,12.095100967568552
590,2949641,AN,21,110015,201,233,131,0,ADLD,250341,2016-11-07,2016-11-04,2018-03-07,4580,2018-03-10,10.475609782846316
591,3012071,AA,7,500004,233,233,228,A,ADLD,500042,2018-03-07,2018-02-04,2018-03-23,4479,2018-03-27,11.048720371712868
592,3085603,AN,7,500004,233,233,131,A,ADLD,500038,2017-12-15,2017-12-13,2018-04-14,4403,2018-04-18,12.932936575547096
593,2836788,AN,21,110015,233,233,131,B,ADLD,140413,2017-03-01,2017-02-24,2018-02-03,4580,2018-02-06,12.424902083524202
594,3048394,AN,22,400104,233,233,131,B,ADLD,390002,2017-10-04,2017-09-30,2018-04-02,4581,2018-04-08,12.735535951978353
595,2944456,AN,4,600024,233,233,131,A,ADLD,600016,2017-04-13,2017-04-12,2018-03-06,4490,2018-03-08,12.770280111794019
596,3059906,AI,23,400001,233,233,131,B,ADLD,390001,2018-02-14,2018-02-14,2018-04-06,4398,2018-04-09,13.033603257299
597,3047377,AN,26,560066,233,233,228,A,ADLD,560068,2018-03-12,2018-01-29,2018-04-02,5001,2018-04-12,9.842128213374686
598,3083483,AN,17,800001,233,233,131,A,ADLD,800013,2016-06-06,2016-06-02,2018-04-14,4410,2018-04-17,13.078796272468058
599,2854424,AN,22,400104,233,245,131,B,ADLD,363641,2016-10-18,2016-10-14,2018-02-09,4581,2018-02-19,12.53271643487507
600,2865597,AN,22,400104,233,233,131,B,ADLD,440016,2017-07-24,2017-07-22,2018-02-13,4581,2018-02-17,12.803252029917982
601,2919883,AN,7,500004,233,233,131,A,ADLD,500025,2017-06-15,2017-06-14,2018-02-27,4403,2018-03-03,12.93291897429518
602,2996026,Y,6,160059,233,233,131,C,ADLD,171006,2017-08-16,2015-09-12,2018-03-19,4441,2018-03-26,16.59208163365807
603,2996026,Y,6,160059,233,233,131,C,ADLD,171006,2017-08-16,2016-09-30,2018-03-19,4441,2018-03-26,16.59208163365807
604,2833279,AJ,8,700064,233,233,131,A,ADLD,700029,2017-07-07,2017-06-27,2018-02-02,4499,2018-02-05,12.436904199917667
605,2897790,C,2,110018,233,233,228,A,ADLD,122004,2018-01-22,2017-05-18,2018-02-22,4091,2018-02-26,13.869739383972512
606,3014467,AJ,17,800001,201,233,131,D,ADLD,845412,2017-09-14,2017-09-14,2018-03-24,4370,2018-03-28,16.11780335098289
607,3046243,AJ,23,400001,233,233,131,A,ADLD,400606,2017-05-10,2017-05-01,2018-04-02,4398,2018-04-06,12.111731149776798
608,2983287,AI,12,302006,233,233,131,B,ADLD,313001,2017-11-02,2017-11-01,2018-03-15,4407,2018-03-17,13.145173990808765
